Date,Returns,w_SP500,w_c1,w_c2,w_c3,w_c4,w_RFR
2018-05-07,7.052293696307999e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-08,7.216002576515557e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-09,7.254970969028385e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-10,7.254970969028385e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-11,7.31341641264649e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-14,7.293935550678476e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-15,7.371853284321439e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-16,7.332896322176374e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-17,7.32510447265522e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-18,7.293935550678476e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-21,7.32510447265522e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-22,7.441966218890705e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-23,7.364062196590915e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-24,7.31341641264649e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-25,7.286142939166851e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-29,7.23548724916867e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-30,7.383539630234637e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-05-31,7.352375279379153e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-01,7.344583810775518e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-04,7.332896322176374e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-05,7.480912518720295e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-06,7.469229028500557e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-07,7.410806437802009e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-08,7.39133033709205e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-11,7.344583810775518e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-12,7.422491641295714e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-13,7.449755783417444e-05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-14,7.403016111773297e-05,0.0,0.0,0.0,0.0,0.0,1.0
